Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_text,job_state,age,python_y/n,r_y/n,spark_y/n,aws_y/n,excel_y/n,sas_y/n,matlab_y/n,tableau_y/n,tensorflow_y/n
Data Scientist (US Consumer Analytics - Existing Customer Modeling),$77K-$128K (Glassdoor est.),"The US Consumer Analytics (USCA) Decision Science Team develops statistical tools and tool-driven optimization strategies for NA Cards and Retail Bank marketing programs in order to increase Customer Centricity, aiming to increase customer satisfaction and revenue growth. Within USCA, the Existing Customer Management (ECM) modeling team builds and manages predictive analytics solutions for key initiatives including Balance Transfer, Loan Products, Sales Growth, Product Upgrades, Deposits Optimization, Customer Retention, and others. Responsibilities: Develop, document, implement, track and improve industry leading statistical targeting and cannibalization models to support cross program optimization Evaluate, including Digital, Retention, and Customer Service data Generate deep model insights and presentations to share key messages with both colleagues and senior management sponsors Lead advanced computational solution evaluations, such as In-Database Computing, Python, H2O, Microsoft Azure. Transition existing processes into new and enhanced ones, based on cost benefit analysis Manage the performance tracking of the existing models, and alert the modelers of needs for model enhancement Performance advanced quantitative and statistical analysis Qualifications: Advanced graduate level degree in Statistics, Operations Research, Computer Science, Mathematics, Physics, or a similar field required, a Ph.D. degree preferred 0-5 years of relevant experience Strong Statistical Modeling, Machine Learning, analytic and problem solving skills Expertise in at least one of the following: SAS, Python, and R. Ability to learn Big Data Analytics and other software such as Hive, Java quickly Must be a self-starter with strong work ethic, and with the desire to accomplish tasks with excellence This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required. ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US ------------------------------------------------------ Time Type : ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .",3.7,"Citi
3.7","New York, NY",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,77,128,102.5,Citi,NY,208,1,0,0,0,1,1,0,0,0
Data Scientist (US Consumer Analytics - Cross Program Optimization),$77K-$128K (Glassdoor est.),"The US Consumer Analytics (USCA) Decision Science Team develops statistical tools and tool-driven optimization strategies for NA Cards and Retail Bank marketing programs in order to increase Customer Centricity, aiming to increase customer satisfaction and revenue growth. Within USCA, the Existing Customer Management (ECM) modeling team builds and manages predictive analytics solutions for key initiatives including Balance Transfer, Loan Products, Sales Growth, Product Upgrades, Deposits Optimization, Customer Retention, and others. Responsibilities: Serve as data science expert to support cross program optimization and strategy optimization analyses Configure commercial and in-house marketing optimization software to achieve business goals Generate insights and presentations to share important messages from optimization results with key stakeholders Lead advanced computational solution evaluations, such as In-Database Computing, Python, H2O, Microsoft Azure. Transition existing processes into new and enhanced ones, based on cost benefit analysis Work with technology team to maintain and improve in-house optimization solver including interface Evaluate, including Digital, Retention, and Customer Service data Be a go-to resource for configuration and execution question about pricing optimization and cross program optimization Qualifications: Advanced graduate level degree in Statistics, Operations Research, Computer Science, Mathematics, Physics, or a similar field required, a Ph.D. degree preferred. 0-5 years of relevant experience Significant experience with non-linear optimization techniques and machine learning Strong programming skills in Python, SAS. Ability to learn other language related to optimization software quickly Excellent analytic ability and problem solving skills Must be a self-starter with strong work ethic, and with the desire to accomplish tasks with excellence This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required. ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US ------------------------------------------------------ Time Type : ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .",3.7,"Citi
3.7","New York, NY",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,77,128,102.5,Citi,NY,208,1,0,0,0,1,1,0,0,0
NRL Environmental Data Scientist,$77K-$128K (Glassdoor est.),"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

Secret

Clearance Level Must Be Able to Obtain:

Secret

Suitability:

No Suitability Required

Public Trust/Other Required:

None

Job Family:

Data Science

Job Description:

Join General Dynamics IT and be a part of the team of men and women that solve some of the world's most complex technical challenges. The Naval Research Lab Marine Meteorology Division located in Monterey, CA is seeking qualified scientists in the fields of data science, operations research, and decision support.

The NRL Marine Meteorology Division’s mission is to better understand the atmosphere, the coupled environment, and their mission impacts so that they can be better simulated, better predicted, and help the warfighter make better decisions.

Successful candidates will
Demonstrate extensive knowledge and experience in formulating complex problems and developing and testing of efficient algorithms to tackle NP-hard problems.
Have deep knowledge of the principles, methods, and state-of-the-art techniques used in data science, operations research, and decision support, including statistical inference, correlative analysis, machine learning, dynamic programming and approximate dynamic programming.
Lead, plan, conduct, and document research on algorithm development for a portfolio of sophisticated and novel environmentally-based mission planning decision aids.
Possess in-depth knowledge of Python and MATLAB languages, and the ability to program and work in the UNIX and LINUX operating system environments.
Demonstrate the ability to communicate effectively both orally and in writing, with experience in writing theses, scientific journal articles, or manuals.
Basic qualifications:
Advanced degree in Computer Science, Statistics, Operations Research, or related disciplines.
2+ years of experience developing models in Python and MTLAB
2+ years of relevant experience in machine learning backends or API, such as TensorFlow, PyTorch, Keras, or similar.
Active Secret clearance
Scheduled Weekly Hours:

40

Travel Required:

Less than 10%

Telecommuting Options:

Some Telecommuting Allowed

Work Location:

USA CA Monterey

Additional Work Locations:

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.5,"General Dynamics Information Technology
3.5","Monterey, CA",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1,77,128,102.5,General Dynamics Information Technology,CA,24,1,0,0,0,0,0,1,0,1
Data Scientist (Active TS Clearance Required),$77K-$128K (Glassdoor est.),"Big Sky is seeking a Data Scientist with an active Top Secret/SCI clearance to join our team. This position will be performed on-site in Springfield, Virginia.

We’re looking for self-motivated, results-oriented professionals who thrive in a high-risk, high-reward environment.

Job Mission: Work with a team to build and maintain RPA tools that will contribute to the automation and improved efficiency of routine tasks and corporate business processes at NGA. This is a high-profile project, delivering educated and experienced leadership methods covering human, procedural, technological, strategic and regulatory aspects of building advanced data, analytical and automation capabilities while delivering cross-functional insights.

Responsibilities and Duties
Design, develop, configure, test and deploy RPA scripts and processes, objects and solutions in accordance with standard design principles and conventions that are efficient, well structured, maintainable and easy to understand.
Build and maintain an RPA and BPM infrastructure
Contribute to recommendations of RPA tools to the government, acquisition of RPA tools approved by the government and management of RPA software licensing
Provide both pre-configuration assessment, configuration, and deployment services to establish RPA services
Contribute to ideation and rapid prototyping sessions with government SMEs
Perform and/or provide support for testing activities (build and unit testing, configuration testing, validation testing, verification testing, UAT testing, pilot testing)
Identify and communicate technical infrastructure requirements; work with project stakeholders to ensure RPA software is deployed successfully in accordance with the technical infrastructure requirements
Work with team to develop SOPs and a training program for personnel engaged in the support, use, or management of RPA technology and associated software tools
Maintain security standards and monitor bots in production
Provide ongoing support to end-users over the entire lifecycle of each bot established, including troubleshooting, providing resolution of issues that arise in day to day management of RPA processes and providing timely responses and solutions as required
Provide the client with an RPA bot lifecycle management plan
This job might be for you if:
You enjoy figuring out how to get over, around, or through barriers to success. You're not intimidated by complexity and seek creative solutions to tough problems.
You are a critical thinker, willing to dig deep into the root cause of problems.
You can quickly grasp complex concepts and make them easily understandable to others.
You know how to effectively communicate with clients and team members; you are a good listener and you can clearly articulate arguments and key points.
You love to work with people and understand that your number one result is to make your teammates successful.
You are sensitive to the needs of all stakeholders -- you understand that change can be tough, and you are invested in setting them up for success.
You know how to analyze complex data and draw insightful conclusions.
You measure success in terms of results achieved, rather than hours spent working.
You are an expert at juggling multiple priorities and managing your time to get the maximum results.
You should have:
An Active TS/SCI clearance - CI Poly will be required once in the position
3+ years of experience assessing and leveraging both mainstream and emerging technology advancements (data analytics, data science and/or automation/robotics) with a strategic mindset to transform or optimize business designs
Demonstrated expertise with at least 1 full life cycle analytics or systems integration engagements across strategy, design, development (e.g., Python) and implementation
Experience with building and deploying automation using software platforms, including UiPath, Automation Anywhere, Blue Prism, Kapow, or similar platform are strongly desired
Familiar with business designs: business models, functions, processes, job roles and customer interactions as well as how they are impacted by digitization, AI/automation and emerging technologies/techniques
Ability to communicate effectively with a diverse set of customers or partners across multiple disciplines
Bachelor’s Degree in Technology, Engineering, Management or Business related field
Knowledge of IC, Department of Defense, and NGA offices and programs desired
Our Values:
Everything we do at Big Sky is dictated by our values. We take them very seriously, and we're proud of this unwavering commitment.

Results: We get them -- for each other, for our customers, our partners, and our families.

Hustle: We don't take ""no"" for an answer. We don't make excuses. We scrape and claw to make sure the details are always right.

Curiosity: We question everything, and learn constantly, from any source we can get our hands on. We are smart because we know we don't have all the answers, and because we always want to get better.

Respect: We treat each other like adults. We respect what makes each of us unique and productive. We practice honest and ongoing feedback as a way of respecting each other. We know that without ethics (doing the right thing) and honesty, there can be no trust or respect.

Big Sky is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy, sexual orientation, or gender identity), national origin, disability, age (40 or older), genetic information (including family medical history) or protected Veteran status.",4.5,"Big Sky Associates
4.5","Springfield, VA",1 to 50 Employees,2006,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,77,128,102.5,Big Sky Associates,VA,14,1,0,0,0,0,0,0,0,0
Product Data Analyst,$77K-$128K (Glassdoor est.),"The Product Strategy Group works to ensure the Company offers competitive products that provide growth and profitability. The group performs a wide range of analytics and uses both internal and external data sources to achieve these ends. We interact and provide guidance primarily to Product, Marketing & Finance.
As the Company expands its product offerings, there are rapidly growing needs to use both external and internal data sources to ensure optimal financial and operational performance. The Product Data Analyst is a highly skilled and proficient in their discipline which adds value to the organization. The role will focus on internal data sources, ensuring we have access to the required data and are using effective reports to monitor and interpret this data.
Company Perks:
Competitive pay, 401k with company match, Medical, Dental and Vision Insurance, Employee Stock Purchase Plan, Educational Reimbursement, Commuter benefits, Discount programs, Inventor patent bonuses
Stamps Company Overview:
Stamps.com (NASDAQ: STMP) is the leading provider of postage online and shipping software solutions to customers including consumers, small businesses, e-commerce shippers, enterprises, and high volume shippers. Stamps.com offers solutions that help businesses run their shipping operations more smoothly and function more successfully under the brand names Stamps.com, Endicia®, ShipStation®, ShipEngine®, ShippingEasy®, ShipWorks®, GlobalPost and MetaPack™. Stamps.com’s family of brands provides seamless access to mailing and shipping services through integrations with more than 500 unique partner applications.

Primary Objectives:
Ensure Product, Operations and Product Strategy groups have timely access to reliable data to make critical, real-time business decisions
Develop a strong working relationship with the Company’s Business Intelligence group; serve as the primarily liaison between the above-mentioned groups and BI
Drive the data reporting strategy for these groups; develop reports to the specifications of these teams; and evaluate appropriate software tools to most efficiently meet team needs
Essential Position Duties:
Acquire, clean, and structure data from multiple sources; analyze data to discover and interpret trends, patterns, and relationships. Working across departments, help us ensure data quality and present data in a way that makes it easy to communicate among different groups.
Master large data sets with SQL and Tableau
Build dashboards and reports, presenting key insights and ensuring data driven actions to improve the business
Seek out improvements in current internal reporting and performance monitoring to drive more accuracy, better insights, and more streamlined processes
Perform other duties as assigned

Additional Job Duties:
Sit for prolonged periods of time
Utilize wrist and hands for a prolonged period of time
Walk short distances
Stand for short periods
Speaking and conversing with others
Lift up to 25lbs without assistance up to chest height
Education and/or Experience:
Bachelor degree, preferably in a quantitative/analytical field.
Four or more (4+) years of relevant experience.
Skills and Knowledge:
Excellent analytical and fact-based problem solving skills, including ability to analyze large amounts of data and be able to make recommendations based on identification of trend and gaps along with creating forecasts based on historical data.
Excellent analytical and fact-based problem solving skills, with strong attention to detail.
Must be a self-starter and ready to work in an intense but fun environment with our existing team of marketing professionals.
Strong communication and relationship-building skills.
Self-motivated individual who is able to prioritize and multi-task.
Works well under pressure and able to meet tight deadlines.
Ability to conduct complex work under minimal supervision and with wide latitude for independent judgement.
Computer/Software/Application Proficiency:
Advanced Excel user, with strong SQL knowledge
Experience with visualization software such as Tableau required
Travel Requirements:
None anticipated
Equal Opportunity Employer/Veterans/Disabled
#LI-KD1",3.7,"Stamps.com
3.7","El Segundo, CA",1001 to 5000 Employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,77,128,102.5,Stamps.com,CA,24,0,0,0,0,1,0,0,1,0
Data Scientist (US Consumer Analytics - Cross Program Optimization),$80K-$137K (Glassdoor est.),"The US Consumer Analytics (USCA) Decision Science Team develops statistical tools and tool-driven optimization strategies for NA Cards and Retail Bank marketing programs in order to increase Customer Centricity, aiming to increase customer satisfaction and revenue growth. Within USCA, the Existing Customer Management (ECM) modeling team builds and manages predictive analytics solutions for key initiatives including Balance Transfer, Loan Products, Sales Growth, Product Upgrades, Deposits Optimization, Customer Retention, and others. Responsibilities: Serve as data science expert to support cross program optimization and strategy optimization analyses Configure commercial and in-house marketing optimization software to achieve business goals Generate insights and presentations to share important messages from optimization results with key stakeholders Lead advanced computational solution evaluations, such as In-Database Computing, Python, H2O, Microsoft Azure. Transition existing processes into new and enhanced ones, based on cost benefit analysis Work with technology team to maintain and improve in-house optimization solver including interface Evaluate, including Digital, Retention, and Customer Service data Be a go-to resource for configuration and execution question about pricing optimization and cross program optimization Qualifications: Advanced graduate level degree in Statistics, Operations Research, Computer Science, Mathematics, Physics, or a similar field required, a Ph.D. degree preferred. 0-5 years of relevant experience Significant experience with non-linear optimization techniques and machine learning Strong programming skills in Python, SAS. Ability to learn other language related to optimization software quickly Excellent analytic ability and problem solving skills Must be a self-starter with strong work ethic, and with the desire to accomplish tasks with excellence This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required. ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US ------------------------------------------------------ Time Type : ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .",3.7,"Citi
3.7","New York, NY",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,80,137,108.5,Citi,NY,208,1,0,0,0,1,1,0,0,0
Data Scientist (US Consumer Analytics - Existing Customer Modeling),$80K-$137K (Glassdoor est.),"The US Consumer Analytics (USCA) Decision Science Team develops statistical tools and tool-driven optimization strategies for NA Cards and Retail Bank marketing programs in order to increase Customer Centricity, aiming to increase customer satisfaction and revenue growth. Within USCA, the Existing Customer Management (ECM) modeling team builds and manages predictive analytics solutions for key initiatives including Balance Transfer, Loan Products, Sales Growth, Product Upgrades, Deposits Optimization, Customer Retention, and others. Responsibilities: Develop, document, implement, track and improve industry leading statistical targeting and cannibalization models to support cross program optimization Evaluate, including Digital, Retention, and Customer Service data Generate deep model insights and presentations to share key messages with both colleagues and senior management sponsors Lead advanced computational solution evaluations, such as In-Database Computing, Python, H2O, Microsoft Azure. Transition existing processes into new and enhanced ones, based on cost benefit analysis Manage the performance tracking of the existing models, and alert the modelers of needs for model enhancement Performance advanced quantitative and statistical analysis Qualifications: Advanced graduate level degree in Statistics, Operations Research, Computer Science, Mathematics, Physics, or a similar field required, a Ph.D. degree preferred 0-5 years of relevant experience Strong Statistical Modeling, Machine Learning, analytic and problem solving skills Expertise in at least one of the following: SAS, Python, and R. Ability to learn Big Data Analytics and other software such as Hive, Java quickly Must be a self-starter with strong work ethic, and with the desire to accomplish tasks with excellence This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required. ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US ------------------------------------------------------ Time Type : ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .",3.7,"Citi
3.7","New York, NY",10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,80,137,108.5,Citi,NY,208,1,0,0,0,1,1,0,0,0
NRL Environmental Data Scientist,$80K-$137K (Glassdoor est.),"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

Secret

Clearance Level Must Be Able to Obtain:

Secret

Suitability:

No Suitability Required

Public Trust/Other Required:

None

Job Family:

Data Science

Job Description:

Join General Dynamics IT and be a part of the team of men and women that solve some of the world's most complex technical challenges. The Naval Research Lab Marine Meteorology Division located in Monterey, CA is seeking qualified scientists in the fields of data science, operations research, and decision support.

The NRL Marine Meteorology Division’s mission is to better understand the atmosphere, the coupled environment, and their mission impacts so that they can be better simulated, better predicted, and help the warfighter make better decisions.

Successful candidates will
Demonstrate extensive knowledge and experience in formulating complex problems and developing and testing of efficient algorithms to tackle NP-hard problems.
Have deep knowledge of the principles, methods, and state-of-the-art techniques used in data science, operations research, and decision support, including statistical inference, correlative analysis, machine learning, dynamic programming and approximate dynamic programming.
Lead, plan, conduct, and document research on algorithm development for a portfolio of sophisticated and novel environmentally-based mission planning decision aids.
Possess in-depth knowledge of Python and MATLAB languages, and the ability to program and work in the UNIX and LINUX operating system environments.
Demonstrate the ability to communicate effectively both orally and in writing, with experience in writing theses, scientific journal articles, or manuals.
Basic qualifications:
Advanced degree in Computer Science, Statistics, Operations Research, or related disciplines.
2+ years of experience developing models in Python and MTLAB
2+ years of relevant experience in machine learning backends or API, such as TensorFlow, PyTorch, Keras, or similar.
Active Secret clearance
Scheduled Weekly Hours:

40

Travel Required:

Less than 10%

Telecommuting Options:

Some Telecommuting Allowed

Work Location:

USA CA Monterey

Additional Work Locations:

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.5,"General Dynamics Information Technology
3.5","Monterey, CA",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1,80,137,108.5,General Dynamics Information Technology,CA,24,1,0,0,0,0,0,1,0,1
Data Scientist (Active TS Clearance Required),$80K-$137K (Glassdoor est.),"Big Sky is seeking a Data Scientist with an active Top Secret/SCI clearance to join our team. This position will be performed on-site in Springfield, Virginia.

We’re looking for self-motivated, results-oriented professionals who thrive in a high-risk, high-reward environment.

Job Mission: Work with a team to build and maintain RPA tools that will contribute to the automation and improved efficiency of routine tasks and corporate business processes at NGA. This is a high-profile project, delivering educated and experienced leadership methods covering human, procedural, technological, strategic and regulatory aspects of building advanced data, analytical and automation capabilities while delivering cross-functional insights.

Responsibilities and Duties
Design, develop, configure, test and deploy RPA scripts and processes, objects and solutions in accordance with standard design principles and conventions that are efficient, well structured, maintainable and easy to understand.
Build and maintain an RPA and BPM infrastructure
Contribute to recommendations of RPA tools to the government, acquisition of RPA tools approved by the government and management of RPA software licensing
Provide both pre-configuration assessment, configuration, and deployment services to establish RPA services
Contribute to ideation and rapid prototyping sessions with government SMEs
Perform and/or provide support for testing activities (build and unit testing, configuration testing, validation testing, verification testing, UAT testing, pilot testing)
Identify and communicate technical infrastructure requirements; work with project stakeholders to ensure RPA software is deployed successfully in accordance with the technical infrastructure requirements
Work with team to develop SOPs and a training program for personnel engaged in the support, use, or management of RPA technology and associated software tools
Maintain security standards and monitor bots in production
Provide ongoing support to end-users over the entire lifecycle of each bot established, including troubleshooting, providing resolution of issues that arise in day to day management of RPA processes and providing timely responses and solutions as required
Provide the client with an RPA bot lifecycle management plan
This job might be for you if:
You enjoy figuring out how to get over, around, or through barriers to success. You're not intimidated by complexity and seek creative solutions to tough problems.
You are a critical thinker, willing to dig deep into the root cause of problems.
You can quickly grasp complex concepts and make them easily understandable to others.
You know how to effectively communicate with clients and team members; you are a good listener and you can clearly articulate arguments and key points.
You love to work with people and understand that your number one result is to make your teammates successful.
You are sensitive to the needs of all stakeholders -- you understand that change can be tough, and you are invested in setting them up for success.
You know how to analyze complex data and draw insightful conclusions.
You measure success in terms of results achieved, rather than hours spent working.
You are an expert at juggling multiple priorities and managing your time to get the maximum results.
You should have:
An Active TS/SCI clearance - CI Poly will be required once in the position
3+ years of experience assessing and leveraging both mainstream and emerging technology advancements (data analytics, data science and/or automation/robotics) with a strategic mindset to transform or optimize business designs
Demonstrated expertise with at least 1 full life cycle analytics or systems integration engagements across strategy, design, development (e.g., Python) and implementation
Experience with building and deploying automation using software platforms, including UiPath, Automation Anywhere, Blue Prism, Kapow, or similar platform are strongly desired
Familiar with business designs: business models, functions, processes, job roles and customer interactions as well as how they are impacted by digitization, AI/automation and emerging technologies/techniques
Ability to communicate effectively with a diverse set of customers or partners across multiple disciplines
Bachelor’s Degree in Technology, Engineering, Management or Business related field
Knowledge of IC, Department of Defense, and NGA offices and programs desired
Our Values:
Everything we do at Big Sky is dictated by our values. We take them very seriously, and we're proud of this unwavering commitment.

Results: We get them -- for each other, for our customers, our partners, and our families.

Hustle: We don't take ""no"" for an answer. We don't make excuses. We scrape and claw to make sure the details are always right.

Curiosity: We question everything, and learn constantly, from any source we can get our hands on. We are smart because we know we don't have all the answers, and because we always want to get better.

Respect: We treat each other like adults. We respect what makes each of us unique and productive. We practice honest and ongoing feedback as a way of respecting each other. We know that without ethics (doing the right thing) and honesty, there can be no trust or respect.

Big Sky is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy, sexual orientation, or gender identity), national origin, disability, age (40 or older), genetic information (including family medical history) or protected Veteran status.",4.5,"Big Sky Associates
4.5","Springfield, VA",1 to 50 Employees,2006,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,80,137,108.5,Big Sky Associates,VA,14,1,0,0,0,0,0,0,0,0
Product Data Analyst,$80K-$137K (Glassdoor est.),"The Product Strategy Group works to ensure the Company offers competitive products that provide growth and profitability. The group performs a wide range of analytics and uses both internal and external data sources to achieve these ends. We interact and provide guidance primarily to Product, Marketing & Finance.
As the Company expands its product offerings, there are rapidly growing needs to use both external and internal data sources to ensure optimal financial and operational performance. The Product Data Analyst is a highly skilled and proficient in their discipline which adds value to the organization. The role will focus on internal data sources, ensuring we have access to the required data and are using effective reports to monitor and interpret this data.
Company Perks:
Competitive pay, 401k with company match, Medical, Dental and Vision Insurance, Employee Stock Purchase Plan, Educational Reimbursement, Commuter benefits, Discount programs, Inventor patent bonuses
Stamps Company Overview:
Stamps.com (NASDAQ: STMP) is the leading provider of postage online and shipping software solutions to customers including consumers, small businesses, e-commerce shippers, enterprises, and high volume shippers. Stamps.com offers solutions that help businesses run their shipping operations more smoothly and function more successfully under the brand names Stamps.com, Endicia®, ShipStation®, ShipEngine®, ShippingEasy®, ShipWorks®, GlobalPost and MetaPack™. Stamps.com’s family of brands provides seamless access to mailing and shipping services through integrations with more than 500 unique partner applications.

Primary Objectives:
Ensure Product, Operations and Product Strategy groups have timely access to reliable data to make critical, real-time business decisions
Develop a strong working relationship with the Company’s Business Intelligence group; serve as the primarily liaison between the above-mentioned groups and BI
Drive the data reporting strategy for these groups; develop reports to the specifications of these teams; and evaluate appropriate software tools to most efficiently meet team needs
Essential Position Duties:
Acquire, clean, and structure data from multiple sources; analyze data to discover and interpret trends, patterns, and relationships. Working across departments, help us ensure data quality and present data in a way that makes it easy to communicate among different groups.
Master large data sets with SQL and Tableau
Build dashboards and reports, presenting key insights and ensuring data driven actions to improve the business
Seek out improvements in current internal reporting and performance monitoring to drive more accuracy, better insights, and more streamlined processes
Perform other duties as assigned

Additional Job Duties:
Sit for prolonged periods of time
Utilize wrist and hands for a prolonged period of time
Walk short distances
Stand for short periods
Speaking and conversing with others
Lift up to 25lbs without assistance up to chest height
Education and/or Experience:
Bachelor degree, preferably in a quantitative/analytical field.
Four or more (4+) years of relevant experience.
Skills and Knowledge:
Excellent analytical and fact-based problem solving skills, including ability to analyze large amounts of data and be able to make recommendations based on identification of trend and gaps along with creating forecasts based on historical data.
Excellent analytical and fact-based problem solving skills, with strong attention to detail.
Must be a self-starter and ready to work in an intense but fun environment with our existing team of marketing professionals.
Strong communication and relationship-building skills.
Self-motivated individual who is able to prioritize and multi-task.
Works well under pressure and able to meet tight deadlines.
Ability to conduct complex work under minimal supervision and with wide latitude for independent judgement.
Computer/Software/Application Proficiency:
Advanced Excel user, with strong SQL knowledge
Experience with visualization software such as Tableau required
Travel Requirements:
None anticipated
Equal Opportunity Employer/Veterans/Disabled
#LI-KD1",3.7,"Stamps.com
3.7","El Segundo, CA",1001 to 5000 Employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,80,137,108.5,Stamps.com,CA,24,0,0,0,0,1,0,0,1,0
